Файл;G:\все по температуре\Данные по Куракову сентябрь термокосы 2022\40000275_20191018_000100_3.dtf;
Название;AKR4M;
Серийный номер;\40000275;
Активных датчиков;8;
Точек измерения;2693;
Интервал;03:00:00;
Режим усреднения;по точкам;
Количество усреднений;1
Часовой пояс;+5 GMT;
Информация пользователя;AKR4M
Датчик;Доп. инфо;К0;К1;К2;Min;Max;
502;502;0;0,00079005298903212;0;0;6,72623262875912E-44;
28822CE40A00006E;1000;0,0578599981963634;0,00787399988621473;-6,33100016855792E-9;0;0;
28A29AE30A00008D;1001;0,0736500024795532;0,00788400042802095;-6,80500011895901E-9;0;0;
286243E40A000039;1002;-0,0121400002390146;0,00788400042802095;-6,42699982122963E-9;0;0;
28F285E30A0000B0;1004;0,0112100001424551;0,00788400042802095;-6,21899998165532E-9;0;0;
284AB2E40A000045;1006;-0,0256900005042553;0,00790700037032366;-7,3859998117598E-9;0;0;
28CADDE20A0000D8;1008;-0,0359300002455711;0,00788800045847893;-6,25199980675006E-9;0;0;
285A8FE40A000076;1010;0,0343700014054775;0,00788599997758865;-6,28799989854656E-9;0;0;

Доп. информация;502;1000;1001;1002;1004;1006;1008;1010;
Время;-100;28822CE40A00006E;28A29AE30A00008D;286243E40A000039;28F285E30A0000B0;284AB2E40A000045;28CADDE20A0000D8;285A8FE40A000076;
18.10.2019 0:01:00;3,508;0,31;3,667;5,031;5,999;6,106;6,207;6,15;
18.10.2019 3:01:00;3,527;0,247;3,667;5,031;5,936;6,106;6,207;6,15;
18.10.2019 6:01:00;3,514;0,121;3,604;4,968;5,936;6,106;6,207;6,15;
18.10.2019 9:01:00;3,514;0,247;3,478;4,842;5,936;6,106;6,144;6,15;
18.10.2019 12:01:00;3,514;0,373;3,352;4,779;5,936;6,106;6,144;6,087;
18.10.2019 15:01:00;3,514;0,247;3,352;4,716;5,873;6,106;6,144;6,15;
18.10.2019 18:01:00;3,514;0,058;3,1;4,59;5,936;6,106;6,144;6,087;
18.10.2019 21:01:00;3,514;0,058;2,911;4,464;5,873;6,106;6,144;6,15;
19.10.2019 0:01:00;3,514;0,058;2,659;4,338;5,873;6,106;6,144;6,087;
19.10.2019 3:01:00;3,514;-0,068;2,47;4,212;5,81;6,106;6,144;6,087;
19.10.2019 6:01:00;3,508;-0,131;2,407;4,086;5,81;6,106;6,144;6,087;
19.10.2019 9:01:00;3,508;0,121;2,344;4,023;5,81;6,106;6,144;6,087;
19.10.2019 12:01:00;3,514;0,184;2,281;3,96;5,747;6,043;6,144;6,087;
19.10.2019 15:01:00;3,508;0,184;2,407;4,023;5,747;6,043;6,144;6,087;
19.10.2019 18:01:00;3,508;-0,068;2,281;3,834;5,684;6,043;6,144;6,087;
19.10.2019 21:01:00;3,508;-0,194;2,092;3,771;5,684;6,043;6,081;6,087;
20.10.2019 0:01:00;3,514;-0,257;2,028;3,708;5,684;6,043;6,144;6,087;
20.10.2019 3:01:00;3,514;-0,257;1,965;3,645;5,621;6,043;6,081;6,087;
20.10.2019 6:01:00;3,508;-0,32;1,965;3,582;5,621;5,979;6,081;6,087;
20.10.2019 9:01:00;3,508;-0,131;1,839;3,519;5,621;5,979;6,081;6,087;
20.10.2019 12:01:00;3,508;0,121;1,902;3,519;5,558;5,979;6,081;6,087;
20.10.2019 15:01:00;3,502;0,121;1,902;3,456;5,558;5,979;6,081;6,024;
20.10.2019 18:01:00;3,502;-0,572;1,713;3,266;5,495;5,916;6,081;6,024;
20.10.2019 21:01:00;3,508;-0,761;1,461;3,077;5,495;5,979;6,081;6,024;
21.10.2019 0:01:00;3,495;-0,887;1,335;2,888;5,495;5,916;6,081;6,024;
21.10.2019 3:01:00;3,502;-0,95;1,209;2,825;5,432;5,916;6,018;6,024;
21.10.2019 6:01:00;3,502;-1,013;1,209;2,888;5,432;5,916;6,081;6,024;
21.10.2019 9:01:00;3,502;-0,572;1,272;2,825;5,432;5,916;6,018;6,024;
21.10.2019 12:01:00;3,489;-0,131;1,335;2,951;5,369;5,916;6,018;6,024;
21.10.2019 15:01:00;3,508;-0,131;1,335;2,888;5,369;5,853;6,018;6,024;
21.10.2019 18:01:00;3,508;-0,383;1,272;2,888;5,369;5,853;6,018;6,024;
21.10.2019 21:01:00;3,502;-0,383;1,272;2,888;5,306;5,853;6,018;6,024;
22.10.2019 0:01:00;3,502;-0,32;1,272;2,888;5,306;5,853;6,018;6,024;
22.10.2019 3:01:00;3,502;-0,383;1,209;2,888;5,306;5,853;6,018;6,024;
22.10.2019 6:01:00;3,502;-0,383;1,146;2,825;5,306;5,853;6,018;5,961;
22.10.2019 9:01:00;3,502;-0,257;1,083;2,699;5,243;5,79;6,018;6,024;
22.10.2019 12:01:00;3,502;-0,005;1,02;2,51;5,243;5,79;5,955;6,024;
22.10.2019 15:01:00;3,502;-0,131;0,894;2,321;5,243;5,79;5,955;5,961;
22.10.2019 18:01:00;3,502;-0,194;0,894;2,258;5,18;5,727;5,955;5,961;
22.10.2019 21:01:00;3,502;-0,194;0,767;2,069;5,18;5,727;5,955;5,961;
23.10.2019 0:01:00;3,502;-0,131;0,767;2,132;5,117;5,727;5,955;5,961;
23.10.2019 3:01:00;3,502;-0,068;0,83;2,195;5,117;5,727;5,955;5,961;
23.10.2019 6:01:00;3,502;-0,068;0,894;2,258;5,117;5,727;5,892;5,961;
23.10.2019 9:01:00;3,502;-0,005;0,894;2,321;5,117;5,664;5,892;5,961;
23.10.2019 12:01:00;3,502;0,058;0,957;2,384;5,054;5,664;5,892;5,961;
23.10.2019 15:01:00;3,495;0,121;1,146;2,636;5,054;5,664;5,892;5,961;
23.10.2019 18:01:00;3,502;0,058;1,083;2,573;4,991;5,6;5,892;5,961;
23.10.2019 21:01:00;3,495;0,058;1,083;2,573;4,991;5,6;5,892;5,961;
24.10.2019 0:01:00;3,502;0,058;1,02;2,447;4,991;5,6;5,892;5,961;
24.10.2019 3:01:00;3,502;-0,005;0,957;2,321;4,991;5,6;5,892;5,898;
24.10.2019 6:01:00;3,495;-0,005;0,894;2,195;4,928;5,6;5,892;5,898;
24.10.2019 9:01:00;3,502;-0,005;0,894;2,195;4,928;5,6;5,829;5,898;
24.10.2019 12:01:00;3,502;0,058;0,894;2,258;4,928;5,537;5,829;5,898;
24.10.2019 15:01:00;3,495;0,058;1,146;2,573;4,928;5,537;5,829;5,898;
24.10.2019 18:01:00;3,502;0,121;1,524;2,888;4,928;5,537;5,829;5,898;
24.10.2019 21:01:00;3,495;0,058;1,398;2,762;4,865;5,537;5,829;5,898;
25.10.2019 0:01:00;3,502;0,121;1,524;2,888;4,865;5,537;5,766;5,898;
25.10.2019 3:01:00;3,502;0,121;1,713;3,014;4,865;5,474;5,766;5,898;
25.10.2019 6:01:00;3,495;0,121;1,713;3,014;4,802;5,474;5,766;5,898;
25.10.2019 9:01:00;3,495;0,121;1,713;3,014;4,865;5,474;5,766;5,835;
25.10.2019 12:01:00;3,495;0,121;1,713;3,014;4,865;5,411;5,766;5,835;
25.10.2019 15:01:00;3,495;0,121;1,713;3,014;4,802;5,411;5,766;5,835;
25.10.2019 18:01:00;3,495;0,121;1,524;2,888;4,802;5,411;5,766;5,835;
25.10.2019 21:01:00;3,502;0,058;1,398;2,825;4,802;5,411;5,703;5,835;
26.10.2019 0:01:00;3,502;0,058;1,398;2,825;4,802;5,411;5,703;5,835;
26.10.2019 3:01:00;3,495;0,058;1,335;2,762;4,739;5,348;5,703;5,835;
26.10.2019 6:01:00;3,514;-0,005;1,272;2,636;4,802;5,348;5,703;5,835;
26.10.2019 9:01:00;3,489;0,058;1,398;2,825;4,739;5,348;5,703;5,835;
